,과정명,학원명,기간,훈련비,정원,취업률,연령대,지역1,지역2,NCS,과정
66,요양보호사 자격 취득과정,증평중앙요양보호사교육원,36,500160,35,61.9,58.0,충북,증평군,06_보건의료,요양보호사
67,요양보호사자격증취득과정,어르신사랑요양보호사교육원,30,540000,30,66.0,58.0,경기,용인시,06_보건의료,요양보호사
68,요양보호사 자격 취득과정,천안경희간호학원부설 요양보호사교육원,30,480000,15,72.0,57.0,충남,천안시,06_보건의료,요양보호사
69,요양보호사 자격 취득과정,서수원간호학원부설서수원요양보호사교육원,30,500000,35,54.4,54.0,경기,수원시,06_보건의료,요양보호사
70,요양보호사 자격증 취득과정,남서울요양보호사교육원,30,500160,35,69.6,57.0,경기,용인시,06_보건의료,요양보호사
71,요양보호사자격증취득과정,정암요양보호사교육원,31,600000,38,49.2,58.0,부산,부산진구,06_보건의료,요양보호사
72,요양보호사 국가자격증 취득과정,미소로섬김 요양보호사교육원,30,540000,37,50.0,55.0,인천,계양구,06_보건의료,요양보호사
73,요양보호사 국가자격소지자반 (사회복지사),안성의료복지사회적협동조합 부설 안성요양보호사교육원,11,250000,30,60.9,35.0,경기,안성시,06_보건의료,요양보호사
74,요양보호사 자격증취득과정,고운요양보호사교육원,30,528000,40,49.4,56.0,서울,동작구,06_보건의료,요양보호사
75,요양보호사 자격취득과정,전국고용요양보호사교육원,30,540000,40,54.9,59.0,서울,동대문구,06_보건의료,요양보호사
76,요양보호사 자격취득 과정,영통에이원요양보호사교육원,30,480000,33,66.7,55.0,경기,수원시,06_보건의료,요양보호사
77,요양보호사 자격증 취득 과정,나눔요양보호사교육원,30,624000,28,43.4,54.0,울산,북구,06_보건의료,요양보호사
78,요양보호사 자격 취득과정,해맞이요양보호사교육원,30,660000,40,58.1,53.0,경북,울진군,06_보건의료,요양보호사
79,요양보호사 자격증 취득과정(비NCS),마산요양보호사교육원,30,600000,25,53.2,53.0,경남,창원시,06_보건의료,요양보호사
80,NCS요양보호사 국가자격증과정,부모사랑제2캠퍼스요양보호사교육원,30,600000,32,75.0,56.0,경기,의정부시,06_보건의료,요양보호사
81,요양보호사 자격취득과정,이천요양보호사교육원,30,630000,32,60.5,57.0,경기,이천시,06_보건의료,요양보호사
82,요양보호사자격증취득과정,광주사랑요양보호사교육원,30,600000,36,41.0,52.0,광주,서구,06_보건의료,요양보호사
83,"NCS 요양보호사 국가자격증 취득과정 (중장년층,여성가장,취약계층)",천사요양보호사교육원,31,600000,35,61.4,58.0,부산,부산진구,06_보건의료,요양보호사
84,요양보호사자격증취득,굿모닝요양보호사교육원,50,641520,36,59.0,53.0,울산,남구,06_보건의료,요양보호사
85,요양보호사 자격취득과정,한국실버요양보호사교육원,30,600000,40,45.8,56.0,부산,서구,06_보건의료,요양보호사
86,NCS 요양보호사 자격 취득과정,인천일신요양보호사교육원,30,570000,40,62.2,53.0,인천,부평구,06_보건의료,요양보호사
87,요양보호사자격증취득과정,인천검단보람요양보호사교육원,30,570000,40,52.6,57.0,인천,서구,06_보건의료,요양보호사
88,요양보호사 자격 취득과정,세계로요양보호사교육원,30,641520,37,37.9,56.0,울산,동구,06_보건의료,요양보호사
89,요양보호사자격증취득과정,가족사랑광산요양보호사교육원,30,640800,40,45.7,56.0,광주,광산구,06_보건의료,요양보호사
90,요양보호사 자격증 취득과정,서면삼성실버요양보호사교육원,30,640080,14,54.0,54.0,부산,부산진구,06_보건의료,요양보호사
91,요양보호사 자격취득과정,섬기미요양보호사교육원,30,640080,40,52.0,55.0,대구,동구,06_보건의료,요양보호사
92,요양보호사 자격 취득과정,이레요양보호사교육원,30,510000,36,50.2,54.0,서울,은평구,06_보건의료,요양보호사
93,요양보호사 자격 취득 과정,명성요양보호사교육원,30,500160,40,62.5,56.0,경기,용인시,06_보건의료,요양보호사
94,요양보호사 자격 취득과정,중앙간호학원 요양보호사교육원,30,641520,30,53.2,52.0,전북,군산시,06_보건의료,요양보호사
95,요양보호사 자격취득과정,사하요양보호사교육원,30,640080,40,68.2,54.0,부산,사하구,06_보건의료,요양보호사
96,요양보호사자격증과정,포항요양보호사교육원,30,540000,40,45.9,55.0,경북,포항시,06_보건의료,요양보호사
97,요양보호사자격증취득과정,주은요양보호사교육원,30,641520,32,55.7,58.0,경기,고양시,06_보건의료,요양보호사
98,요양보호사 자격 취득과정,삼성실버요양보호사교육원,39,640080,40,59.8,57.0,부산,북구,06_보건의료,요양보호사
99,요양보호사자격증취득과정,성산요양보호사교육원,30,564000,33,56.8,55.0,부산,중구,06_보건의료,요양보호사
100,요양보호사 자격취득 교육과정,더큰요양보호사교육원,30,510000,36,53.3,53.0,경기,시흥시,06_보건의료,요양보호사
101,요양보호사 자격취득과정(NCS과정),호남간호요양보호사교육원,30,641520,22,41.3,51.0,광주,광산구,06_보건의료,요양보호사
102,요양보호사 자격증 취득과정,구미요양보호사교육원,30,600000,40,49.1,49.0,경북,구미시,06_보건의료,요양보호사
103,요양보호사 자격 취득과정,원주간호학원부설요양보호사교육원,30,600000,30,62.6,57.0,강원,원주시,06_보건의료,요양보호사
104,간호조무사 자격 취득과정,한나간호학원,197,2901680,23,68.6,32.0,부산,금정구,06_보건의료,간호조무사
105,요양보호사 자격 취득과정,영남요양보호사교육원,30,640800,40,64.5,54.0,경북,경산시,06_보건의료,요양보호사
106,요양보호사 자격소지반(사회복지사)과정,안양벧엘요양보호사교육원,12,200000,30,60.9,50.0,경기,안양시,06_보건의료,요양보호사
107,요양보호사자격증취득과정,새빛요양보호사교육원,30,600000,31,57.6,53.0,서울,송파구,06_보건의료,요양보호사
108,요양보호사 자격 취득과정,경북요양보호사교육원,30,600000,40,50.6,52.0,대구,달서구,06_보건의료,요양보호사
109,요양보호사 자격 취득과정,화원요양보호사교육원,38,640080,40,53.2,55.0,대구,달성군,06_보건의료,요양보호사
110,요양보호사 자격취득과정,홍주요양보호사교육원,33,641520,30,57.3,58.0,충남,홍성군,06_보건의료,요양보호사
111,요양보호사자격증취득과정(이론+실기),실버엔젤요양보호사교육원,30,630000,30,59.1,57.0,경기,김포시,06_보건의료,요양보호사
112,요양보호사자격취득과정,엠마오요양보호사교육원,30,510000,40,53.5,55.0,서울,중랑구,06_보건의료,요양보호사
113,병원코디네이터 및 상담실장 양성과정(NCS기반),종로아바CS평생교육원,22,609730,20,36.8,41.0,서울,종로구,06_보건의료,병원코디네이터
114,요양보호사자격취득,김해사랑요양보호사교육원,30,600000,40,49.2,54.0,경남,김해시,06_보건의료,요양보호사
115,요양보호사 자격취득과정,열린요양보호사교육원,50,540000,40,56.0,56.0,서울,광진구,06_보건의료,요양보호사
116,NCS 요양보호사 자격 취득과정,성모요양보호사교육원,30,600000,38,57.3,53.0,인천,부평구,06_보건의료,요양보호사
117,"요양보호사 자격증취득(주간,야간)",아름다운세상만들기요양보호사교육원,30,540000,40,55.8,58.0,서울,강서구,06_보건의료,요양보호사
118,요양보호사 자격증 취득,다사랑요양보호사교육원,30,641520,37,53.3,55.0,울산,남구,06_보건의료,요양보호사
119,요양보호사 자격취득과정,새소망전국요양보호사교육원,30,450000,40,62.9,54.0,경기,남양주시,06_보건의료,요양보호사
120,요양보호사 양성과정,언약요양보호사교육원,30,510000,40,53.1,57.0,서울,강동구,06_보건의료,요양보호사
121,요양보호사 자격증 취득과정(사회복지사 자격증 소지반),광주역요양보호사교육원,12,200000,20,52.2,45.0,경기,광주시,06_보건의료,요양보호사
122,NCS 요양보호사국가 자격증취득과정,경인요양보호사교육원,30,640080,40,56.2,56.0,경기,부천시,06_보건의료,요양보호사
123,요양보호사 자격 취득과정,예산간호학원부설 요양보호사교육원,59,641280,30,87.5,59.0,충남,예산군,06_보건의료,요양보호사
124,요양보호사 자격증 취득(일반 NCS적용),더나은요양보호사교육원,30,600000,30,33.3,59.0,서울,강서구,06_보건의료,요양보호사
125,요양보호사 취득과정,현대요양보호사교육원,30,638400,25,55.1,59.0,광주,남구,06_보건의료,요양보호사
126,요양보호사 자격 취득과정,민들레요양보호사교육원,30,500160,37,63.2,51.0,충북,청주시,06_보건의료,요양보호사
127,요양보호사 자격 취득과정,케어대한요양보호사교육원,30,540000,40,51.4,53.0,인천,남동구,06_보건의료,요양보호사
128,요양보호사 자격 취득(오전),금정요양보호사교육원,30,600000,40,48.1,53.0,부산,금정구,06_보건의료,요양보호사
129,요양보호사자격증 취득과정,상록요양보호사교육원,30,510000,33,47.3,55.0,경기,안산시,06_보건의료,요양보호사
130,요양보호사자격증취득과정,익산성모요양보호사교육원,30,650000,35,66.0,54.0,전북,익산시,06_보건의료,요양보호사
131,요양보호사 자격증 취득과정(실업자),전주메디칼요양보호사교육원,31,624000,30,53.0,56.0,전북,전주시,06_보건의료,요양보호사
132,요양보호사 국가자격증 취득과정,글로벌간호학원부설요양보호사교육원,30,641520,34,52.7,54.0,울산,남구,06_보건의료,요양보호사
133,요양보호사자격증취득과정,드림요양보호사교육원,30,641520,29,45.2,53.0,울산,중구,06_보건의료,요양보호사
134,요양보호사자격증취득과정,햇빛요양보호사교육원,30,510000,40,66.3,56.0,서울,도봉구,06_보건의료,요양보호사
135,요양보호사자격증 취득,새고려요양보호사교육원,30,600000,30,50.0,55.0,부산,금정구,06_보건의료,요양보호사
136,요양보호사 자격 취득과정 - 실업자,(주)엔젤21세기부설엔젤요양보호사교육원,30,450000,35,47.4,57.0,서울,관악구,06_보건의료,요양보호사
137,요양보호사 자격증 취득과정,진해간호요양보호사교육원,37,630000,30,35.5,55.0,경남,창원시,06_보건의료,요양보호사
138,요양보호사 자격취득과정(NCS과정),호남간호요양보호사교육원,37,641520,22,41.3,50.0,광주,광산구,06_보건의료,요양보호사
139,요양보호사 자격증 취득과정,종로요양보호사교육원,30,641280,37,67.6,56.0,전북,정읍시,06_보건의료,요양보호사
140,요양보호사 자격 취득과정,나이팅게일간호학원부설요양보호사교육원,30,500160,39,48.0,58.0,대전,중구,06_보건의료,요양보호사
141,간호조무사 자격 취득과정,(주)미즈간호학원,191,2527760,29,78.7,39.0,대전,서구,06_보건의료,간호조무사
142,요양보호사 자격증 취득 과정,산재요양보호사교육원,30,550080,36,52.8,57.0,경기,부천시,06_보건의료,요양보호사
143,요양보호사 자격증 취득과정 (주간),강릉직업전문학교부설 요양보호사교육원,42,550080,30,56.9,51.0,강원,강릉시,06_보건의료,요양보호사
144,요양보호사 자격증 취득과정,풍성한요양보호사교육원,30,510000,32,47.6,53.0,경기,안산시,06_보건의료,요양보호사
145,요양보호사 자격 취득과정,대성요양보호사교육원,60,600000,36,63.6,54.0,경기,군포시,06_보건의료,요양보호사
146,요양보호사 자격 취득과정,프레이즈요양보호사교육원,30,451200,25,49.4,50.0,서울,동작구,06_보건의료,요양보호사
147,요양보호사국가자격과정,포항한국간호전문학원 부설 한국요양보호사교육원,30,550080,35,51.6,56.0,경북,포항시,06_보건의료,요양보호사
148,요양보호사 자격증 취득과정,진해보금요양보호사교육원,30,600000,40,45.7,55.0,경남,창원시,06_보건의료,요양보호사
149,요양보호사 국가자격 국시대비,인천예원요양보호사교육원,30,540000,40,44.8,58.0,,,06_보건의료,요양보호사
150,요양보호사 자격 취득과정(사회복지사 자격증 소지자),BHS좋은요양보호사교육원,12,250000,40,38.9,46.0,부산,부산진구,06_보건의료,요양보호사
151,요양보호사 자격 취득과정,BHS좋은요양보호사교육원,38,630000,40,38.9,58.0,부산,부산진구,06_보건의료,요양보호사
152,요양보호사 자격증 취득과정(신규자),효성요양보호사교육원,32,540000,40,53.2,54.0,서울,강북구,06_보건의료,요양보호사
153,요양보호사양성과정(자격증),거제요양보호사교육원,33,600000,40,50.0,54.0,경남,거제시,06_보건의료,요양보호사
154,요양보호사 양성과정,연수요양보호사교육원,30,600000,40,50.0,53.0,인천,연수구,06_보건의료,요양보호사
155,요양보호사자격증취득(국가자격증),노아요양보호사교육원,41,570000,40,52.0,57.0,인천,미추홀구,06_보건의료,요양보호사
156,요양보호사 자격증 취득과정,미래간호학원부설요양보호사교육원,33,640080,40,53.2,56.0,대구,북구,06_보건의료,요양보호사
157,요양보호사지격증취득대비반,마두요양보호사교육원,30,640800,40,54.8,58.0,경기,고양시,06_보건의료,요양보호사
158,(NCS) 요양보호사 자격 취득과정,조은요양보호사교육원,30,540000,40,47.3,56.0,인천,계양구,06_보건의료,요양보호사
159,요양보호사 자격취득과정,섬기미요양보호사교육원,30,640080,40,52.0,55.0,대구,동구,06_보건의료,요양보호사
160,요양보호사 자격취득과정,이천요양보호사교육원,61,630000,32,60.5,57.0,경기,이천시,06_보건의료,요양보호사
161,요양보호사 양성과정 사회복지사 국가자격증 소지자반,인천일신요양보호사교육원,11,250000,40,62.2,47.0,인천,부평구,06_보건의료,요양보호사
162,요양보호사 자격 취득과정,참좋은요양보호사교육원,33,600000,40,45.7,54.0,부산,남구,06_보건의료,요양보호사
163,요양보호사국가자격증취득과정,참사랑요양보호사교육원,57,500160,40,63.0,54.0,충북,청주시,06_보건의료,요양보호사
164,요양보호사자격증취득과정,참사랑요양보호사교육원,30,500160,30,63.0,52.0,충북,청주시,06_보건의료,요양보호사
165,Basic 비NCS 요양보호사 양성과정,인천일신요양보호사교육원,33,540000,40,62.2,53.0,인천,부평구,06_보건의료,요양보호사
166,요양보호사 자격취득과정,봉동요양보호사교육원,37,641520,30,51.6,51.0,전북,완주군,06_보건의료,요양보호사
167,요양보호사자격증취득과정,금천요양보호사교육원,55,590400,38,53.5,51.0,서울,금천구,06_보건의료,요양보호사
168,요양보호사 자격증 취득과정,새롬요양보호사교육원,30,641520,30,45.6,56.0,울산,동구,06_보건의료,요양보호사
169,요양보호사취득-국가자격(사회복지사)소지자반,케어대한요양보호사교육원,12,250000,40,51.4,50.0,인천,남동구,06_보건의료,요양보호사
170,"요양보호사자격취득과정(신규,2019-2)",미래요양보호사교육원,36,640800,40,54.3,56.0,대구,달서구,06_보건의료,요양보호사
171,요양보호사 자격증 취득과정,집으로요양보호사교육원,30,540000,34,57.3,53.0,경기,의정부시,06_보건의료,요양보호사
172,요양보호사자격증 취득과정,샘물요양보호사교육원,42,641520,32,69.4,53.0,경남,통영시,06_보건의료,요양보호사
173,요양보호사자격취득과정,베스트요양보호사교육원,30,640080,35,42.3,53.0,광주,서구,06_보건의료,요양보호사
174,요양보호사자격증취득과정,산돌요양보호사교육원,49,641520,30,71.4,56.0,충남,보령시,06_보건의료,요양보호사
175,"요양보호사 양성과정(간호조무사,물리치료사,작업치료사 자격취득자)",부천중부요양보호사교육원,12,200000,40,52.4,46.0,경기,부천시,06_보건의료,요양보호사
176,요양보호사 자격 취득과정,성모요양보호사교육원,30,550000,33,46.6,57.0,대구,남구,06_보건의료,요양보호사
177,요양보호사 자격취득과정,새늘요양보호사교육원,30,600000,40,52.8,53.0,경기,평택시,06_보건의료,요양보호사
178,요양보호사 자격증 취득과정(사회복지사),종로요양보호사교육원,12,168400,37,67.6,47.0,전북,정읍시,06_보건의료,요양보호사
179,요양보호사자격증취득,삼산요양보호사교육원,30,641520,34,36.2,61.0,울산,중구,06_보건의료,요양보호사
180,요양보호사자격취득과정,아름다운요양보호사교육원,35,499200,35,58.2,52.0,경기,수원시,06_보건의료,요양보호사
181,요양보호사자격증취득과정,굿모닝요양보호사교육원,30,641520,40,59.0,52.0,울산,남구,06_보건의료,요양보호사
182,요양보호사 자격취득과정,열린요양보호사교육원,30,540000,40,56.0,58.0,서울,광진구,06_보건의료,요양보호사
183,요양보호사 자격 취득과정(A),전주안골간호학원부설요양보호사교육원,37,600000,40,48.6,57.0,전북,전주시,06_보건의료,요양보호사
184,요양보호사 자격 취득과정(주간반),한양요양보호사교육원,33,480000,40,47.0,58.0,충남,천안시,06_보건의료,요양보호사
185,요양보호사 국가자격증 취득과정,하단레몬요양보호사교육원,33,600000,40,49.4,51.0,부산,사하구,06_보건의료,요양보호사
186,요양보호사자격증취득과정,영광요양보호사교육원,50,650000,40,54.3,55.0,경북,영주시,06_보건의료,요양보호사
187,요양보호사 국가자격 국시대비,인천예원요양보호사교육원,60,540000,40,44.8,56.0,,,06_보건의료,요양보호사
188,요양보호사자격증취득과정,동부케어요양보호사교육원,30,600000,30,43.0,56.0,경기,화성시,06_보건의료,요양보호사
189,의료서비스종합실무과정,정연화의료서비스아카데미전문학원,50,1940050,30,63.6,26.0,부산,부산진구,06_보건의료,의료서비스
190,요양보호사자격취득과정,은혜요양보호사교육원,30,540000,38,44.3,55.0,서울,양천구,06_보건의료,요양보호사
191,(국가공인)요양보호사 자격 취득 과정,창원행복요양보호사교육원,30,510000,40,41.7,55.0,경남,창원시,06_보건의료,요양보호사
192,요양보호사자격증취득과정,김포간호학원부설요양보호사교육원,35,600000,32,65.0,59.0,경기,김포시,06_보건의료,요양보호사
193,"요양보호사 국가 자격증 취득과정 (요양지원, 간병인)",남동요양보호사교육원,30,540000,40,51.5,52.0,인천,남동구,06_보건의료,요양보호사
194,요양보호사 자격증 취득과정,송천탑클래스간호학원부설요양보호사교육원,33,600000,30,57.1,53.0,전북,전주시,06_보건의료,요양보호사
195,요양보호사 자격취득-사회복지사,경인요양보호사교육원,11,250000,40,56.2,51.0,경기,부천시,06_보건의료,요양보호사
196,간호조무사자격증취득,메타간호학원,191,2998960,50,80.0,37.0,서울,송파구,06_보건의료,간호조무사
197,요양보호사 자격 취득과정,(주)한국요양보호사교육원,35,540000,30,53.5,55.0,서울,마포구,06_보건의료,요양보호사
198,요양보호사(NCS) 양성과정,한국시니어요양보호사교육원,33,640080,27,57.9,60.0,서울,중랑구,06_보건의료,요양보호사
199,요양보호사 국가자격증 취득과정(일반반),희망요양보호사교육원,45,550080,30,48.0,65.0,서울,은평구,06_보건의료,요양보호사
200,요양보호사 자격증 취득,한빛요양보호사교육원,30,499920,30,47.3,57.0,대전,중구,06_보건의료,요양보호사
201,요양보호사1급자격증과정,인성요양보호사 교육원,46,600000,40,55.3,57.0,대구,북구,06_보건의료,요양보호사
202,요양보호사자격증 취득과정,한국실버요양보호사교육원,30,468000,30,50.5,58.0,서울,관악구,06_보건의료,요양보호사
203,요양보호사 양성과정(자격증 취득과정),부천중부요양보호사교육원,30,510000,40,52.4,54.0,경기,부천시,06_보건의료,요양보호사
204,요양보호사 자격 취득 과정,행복요양보호사교육원,40,570000,40,51.4,53.0,인천,남동구,06_보건의료,요양보호사
205,요양보호사자격취득,새부산요양보호사교육원,37,600000,37,54.1,57.0,부산,사하구,06_보건의료,요양보호사
206,요양보호사 자격 취득과정,은혜간호학원 부설 요양보호사교육원,33,700000,30,58.0,57.0,충남,부여군,06_보건의료,요양보호사
207,요양보호사자격증취득(취업성공),노아요양보호사교육원,41,570000,21,52.0,53.0,인천,미추홀구,06_보건의료,요양보호사
208,간호조무사 자격 취득과정,구미간호조무사학원,221,2998960,38,84.1,33.0,경북,구미시,06_보건의료,간호조무사
209,간호조무사자격증취득과정,사창미즈간호학원,191,2964000,28,73.6,34.0,충북,청주시,06_보건의료,간호조무사
210,요양보호사 자격 취득과정,명성요양보호사교육원,50,499920,37,52.4,59.0,서울,성북구,06_보건의료,요양보호사
